system:time_start,Sprawl_ET_mean,Control_ET_mean
2024-11-24,3.0634328358208953,3.223828125
2024-12-02,2.7412935323383083,2.8578125
2024-12-10,1.9659203980099504,2.023828125
2024-12-18,2.451990049751244,2.523828125
2024-12-26,1.3955223880597016,1.423828125
2025-01-01,1.5407960199004977,1.633984375
2025-01-09,2.196766169154229,2.3000000000000003
2025-01-17,2.4450248756218906,2.6
2025-01-25,2.9079601990049757,3.1339843750000003
2025-02-02,2.645024875621891,2.823828125
2025-02-10,3.523383084577114,3.8578125
2025-02-18,4.485572139303483,4.623828125000001
2025-02-26,6.495024875621891,6.364453125000002
2025-03-06,7.992537313432837,7.7269531250000005
2025-03-14,7.779601990049751,7.548828125
2025-03-22,8.733333333333334,8.9
2025-03-30,10.334577114427862,9.473046875000001
2025-04-07,10.363432835820896,10.748046875000002
2025-04-15,11.815671641791043,12.27109375
2025-04-23,13.875621890547265,14.856640625
2025-05-01,13.713930348258708,13.824609375
2025-05-09,13.59950248756219,14.707421875000003
2025-05-17,14.806467661691544,15.015234375
2025-05-25,18.845273631840797,18.646484375
2025-06-02,17.653731343283585,16.40546875
2025-06-10,19.699751243781094,20.393750000000004
2025-06-18,15.312437810945276,16.604296875000003
2025-06-26,16.90497512437811,16.13359375
2025-07-04,13.463184079601989,13.80078125
2025-07-12,10.453233830845772,12.3
2025-07-20,16.894776119402987,16.594140625000005
2025-07-28,14.567164179104479,14.70078125
2025-08-05,10.21542288557214,9.957421875000001
2025-08-13,12.851741293532337,12.5546875
2025-08-21,9.646268656716417,9.219140625
2025-08-29,11.800248756218908,11.5328125
2025-09-06,8.036069651741293,8.659375000000002
2025-09-14,8.990547263681592,9.02734375
2025-09-22,7.300248756218905,6.60546875
2025-09-30,6.832835820895523,7.10546875
2025-10-08,6.685820895522389,7.033984374999999
2025-10-16,5.378109452736319,5.881640624999999
2025-10-24,4.608706467661691,5.057812500000001
2025-11-01,4.752736318407961,5.091796875
2025-11-09,3.6594527363184084,3.833984375
2025-11-17,2.5300995024875625,2.7339843750000004
2025-11-25,2.4733830845771148,2.523828125
2025-12-03,2.1300995024875626,2.4238281250000004
2025-12-11,2.1776119402985077,2.2
2025-12-19,2.5470149253731345,2.8578125
2025-12-27,1.3514925373134328,1.5
